年月,地區,類別,男性[筆數],男性[金額，新台幣],女性[筆數],女性[金額，新台幣]
105年07月,新北市,文教康樂,186781,498261249,256411,725742854
105年08月,新北市,文教康樂,177371,555227640,248424,805887295
105年09月,新北市,文教康樂,159715,467276243,227578,748800602
105年10月,新北市,文教康樂,182880,481517928,251724,810899597
105年11月,新北市,文教康樂,172236,463253926,239328,719897140
105年12月,新北市,文教康樂,190274,504072146,265212,817178460
106年01月,新北市,文教康樂,187692,641046274,260559,951518517
106年02月,新北市,文教康樂,192787,573195579,268006,843516331
106年03月,新北市,文教康樂,193321,547141717,270333,856393256
106年04月,新北市,文教康樂,206872,527334287,281713,828769624
106年05月,新北市,文教康樂,192546,538415596,262077,840176758
106年06月,新北市,文教康樂,194405,514982046,263128,799398875
106年07月,新北市,文教康樂,209132,574742522,271195,824381053
106年08月,新北市,文教康樂,196518,648673208,265191,934133435
106年09月,新北市,文教康樂,189370,574488012,249394,875163925
106年10月,新北市,文教康樂,200964,532256030,269425,874387254
106年11月,新北市,文教康樂,186092,470191668,245210,747628384
106年12月,新北市,文教康樂,206580,535994723,287129,863500382
107年01月,新北市,文教康樂,184006,521244699,254790,840571579
107年02月,新北市,文教康樂,196190,663918471,264137,964680466
107年03月,新北市,文教康樂,198573,580075988,259189,881186364
107年04月,新北市,文教康樂,227585,547658888,277599,834149500
107年05月,新北市,文教康樂,225988,594527646,284854,959512816
103年01月,新北市,食,544085,898565627,718849,1154814859
103年02月,新北市,食,425482,547105063,540780,673907303
103年03月,新北市,食,491591,632936021,648498,814746761
103年04月,新北市,食,470840,587647702,624645,769931537
103年05月,新北市,食,524025,689581073,676883,879760145
103年06月,新北市,食,515977,659592637,662273,826442807
103年07月,新北市,食,561613,705333903,745886,931672214
103年08月,新北市,食,579813,769826131,772468,1012205827
103年09月,新北市,食,538594,676436816,711513,894320456
103年10月,新北市,食,520547,649418140,684296,843522797
103年11月,新北市,食,519271,700239510,670230,890606547
103年12月,新北市,食,551413,764856974,723288,978849995
104年01月,新北市,食,548301,811854854,706079,1025421005
104年02月,新北市,食,534020,875810071,671276,1088562554
104年03月,新北市,食,504496,685561942,649355,863043909
104年04月,新北市,食,515928,669218131,660442,852302820
104年05月,新北市,食,600306,805607625,755585,1001774138
104年06月,新北市,食,573048,720392875,723111,897219098
104年07月,新北市,食,600426,740792897,779793,952269983
104年08月,新北市,食,678694,894144686,889534,1161036478
104年09月,新北市,食,620211,793601024,801042,1015600760
104年10月,新北市,食,608276,769329280,780123,967431960
104年11月,新北市,食,572407,776741654,737424,971518337
104年12月,新北市,食,616163,876924446,786025,1074172758
105年01月,新北市,食,1043971,1703517718,1237583,1972623717
105年02月,新北市,食,974735,1490581037,1119068,1645104507
105年03月,新北市,食,920509,1223077899,1100806,1402843202
105年04月,新北市,食,945502,1248304256,1114686,1437323963
105年05月,新北市,食,1020045,1374292841,1195632,1548438682
105年06月,新北市,食,1039547,1359536422,1215463,1530794591
105年07月,新北市,食,1133884,1489841537,1348481,1707365866
105年08月,新北市,食,1045586,1469601759,1295036,1744533972
105年09月,新北市,食,1035622,1409460013,1215602,1611079768
105年10月,新北市,食,1050200,1385847512,1235956,1575669287
105年11月,新北市,食,852462,945729992,1008716,1055754929
105年12月,新北市,食,921840,1075527459,1082046,1199717616
106年01月,新北市,食,963978,1411038611,1105496,1545703140
106年02月,新北市,食,806389,952649473,915271,1028081536
106年03月,新北市,食,838729,919860265,1005741,1043380821
106年04月,新北市,食,865209,962682589,1026585,1096497312
106年05月,新北市,食,887450,1027679510,1047783,1150474388
106年06月,新北市,食,853657,919410785,1015906,1046249463
106年07月,新北市,食,980781,1067442386,1177679,1240389616
106年08月,新北市,食,977672,1128380740,1216843,1371187031
106年09月,新北市,食,897626,1004304598,1093446,1200938438
106年10月,新北市,食,933671,1039841310,1119500,1181355900
106年11月,新北市,食,850373,926693330,1044214,1055321043
106年12月,新北市,食,922307,1051144840,1116408,1202830809
107年01月,新北市,食,776292,968815948,943032,1109830888
107年02月,新北市,食,941963,1261376666,1106813,1433052224
107年03月,新北市,食,894626,905884321,1084634,1056729587
107年04月,新北市,食,1063746,1197856575,1235331,1374423067
107年05月,新北市,食,1274101,1554679884,1461913,1762596209
103年01月,新北市,住,98519,524997865,83025,489717108
103年02月,新北市,住,77660,327406554,66661,313827410
103年03月,新北市,住,77882,362437756,65849,336948789
103年04月,新北市,住,83589,445764309,71434,421824263
103年05月,新北市,住,82491,401943328,72996,399601157
103年06月,新北市,住,88593,440100037,78397,433512452
103年07月,新北市,住,98815,515327256,93158,526654905
103年08月,新北市,住,92656,442490580,85422,437977093
103年09月,新北市,住,81635,388242639,72809,375915412
103年10月,新北市,住,80585,374415996,74957,374104677
103年11月,新北市,住,87501,442320055,78868,441726008
103年12月,新北市,住,92851,455174626,80797,420850367
104年01月,新北市,住,97941,494156085,85353,459221040
104年02月,新北市,住,92613,446825535,82509,419655713
104年03月,新北市,住,84041,390814345,73708,357563893
104年04月,新北市,住,90268,479340203,80261,468468987
104年05月,新北市,住,87978,429152051,79583,419383067
104年06月,新北市,住,88236,454886019,80239,457486542
104年07月,新北市,住,94331,481295613,89583,485884329
104年08月,新北市,住,94843,440906150,89006,422267886
104年09月,新北市,住,86476,400270073,76756,380283268
104年10月,新北市,住,86733,414012235,77765,395914269
104年11月,新北市,住,91607,489331534,82301,482405653
104年12月,新北市,住,98623,512128003,85055,470642027
105年01月,新北市,住,189493,852774941,179646,839661428
105年02月,新北市,住,170716,689494921,156659,660826757
105年03月,新北市,住,143322,550397246,130029,529519037
105年04月,新北市,住,134026,614070729,117461,581384644
105年05月,新北市,住,129793,580126119,115237,570942862
105年06月,新北市,住,137167,639860114,124055,627256021
105年07月,新北市,住,144850,666583276,131591,660510189
105年08月,新北市,住,131919,570061111,121681,570951497
105年09月,新北市,住,122116,526483972,107846,513528983
105年10月,新北市,住,135467,578886110,118599,560202545
105年11月,新北市,住,132751,617814815,117767,597449869
105年12月,新北市,住,142870,674326073,127341,631976992
106年01月,新北市,住,146247,699639876,132243,691247964
106年02月,新北市,住,127362,529401662,112002,491980691
106年03月,新北市,住,116430,507561833,102572,482711800
106年04月,新北市,住,127023,652619435,113605,638852550
106年05月,新北市,住,120662,555977944,107936,542929608
106年06月,新北市,住,111761,547724124,100717,544360784
106年07月,新北市,住,133513,663903146,123850,678279913
106年08月,新北市,住,129279,615839058,122457,628056059
106年09月,新北市,住,117869,558374056,105687,532716234
106年10月,新北市,住,129728,608367046,118046,618741769
106年11月,新北市,住,121988,609643992,106892,571194450
106年12月,新北市,住,136844,670250499,123202,614020070
107年01月,新北市,住,120187,601232256,109524,600418492
107年02月,新北市,住,131581,614817558,119709,593085688
107年03月,新北市,住,120626,537137984,108736,519522432
107年04月,新北市,住,124721,632898536,112617,632175034
107年05月,新北市,住,126804,622939833,118871,650739754
103年01月,新北市,其他,210113,971507038,263764,1079892019
103年02月,新北市,其他,165688,698971619,214494,809517779
103年03月,新北市,其他,179926,780035486,238317,907593876
103年04月,新北市,其他,175855,783623214,230336,905212734
103年05月,新北市,其他,184563,797243931,241435,924909953
103年06月,新北市,其他,177375,742003544,231681,842738330
103年07月,新北市,其他,213520,851368039,267441,962419066
103年08月,新北市,其他,195655,790972644,250120,883683162
103年09月,新北市,其他,184598,788358496,234603,866845449
103年10月,新北市,其他,198348,842071827,257426,971720598
103年11月,新北市,其他,193630,860453753,249047,965341524
103年12月,新北市,其他,223047,966082899,272308,1030022822
104年01月,新北市,其他,216788,932148585,269757,1026004222
104年02月,新北市,其他,190788,819738028,234126,893028493
104年03月,新北市,其他,207038,829401887,257369,910770804
104年04月,新北市,其他,200908,810744033,254523,907396240
104年05月,新北市,其他,199602,834612760,256376,931153676
104年06月,新北市,其他,194896,803197958,248112,878340736
104年07月,新北市,其他,285431,975719811,349597,1062011592
104年08月,新北市,其他,326992,928193001,295336,941204691
104年09月,新北市,其他,249602,818111588,329213,914842723
104年10月,新北市,其他,292128,1029213126,361118,1141660586
104年11月,新北市,其他,235243,924150024,355942,1075419749
104年12月,新北市,其他,304228,1018478046,369125,1130326369
105年01月,新北市,其他,441631,1474064309,586678,1577493691
105年02月,新北市,其他,378173,1178628853,501829,1296624259
105年03月,新北市,其他,454836,1359290514,540203,1420898506
105年04月,新北市,其他,433869,1348753948,608418,1475464469
105年05月,新北市,其他,447350,1334845084,628123,1467236592
105年06月,新北市,其他,459333,1381426966,694713,1522909616
105年07月,新北市,其他,531185,1543600736,718324,1638532894
105年08月,新北市,其他,513944,1426202858,672049,1551091250
105年09月,新北市,其他,478527,1373219490,630035,1512031734
105年10月,新北市,其他,482853,1497048451,700278,1635373799
105年11月,新北市,其他,493768,1501102835,721325,1637860384
105年12月,新北市,其他,588085,1702719153,691330,1741989743
106年01月,新北市,其他,508246,1522873501,666903,1592049238
106年02月,新北市,其他,449386,1289317223,627711,1390553263
106年03月,新北市,其他,533900,1503056832,696768,1538888783
106年04月,新北市,其他,451113,1390611306,747703,1513810876
106年05月,新北市,其他,442266,1405429912,743686,1530609270
106年06月,新北市,其他,521406,1446709641,652312,1431102176
106年07月,新北市,其他,539542,1648409904,781161,1730855204
106年08月,新北市,其他,470175,1466467258,750383,1569246654
106年09月,新北市,其他,470342,1501340626,706902,1608312338
106年10月,新北市,其他,611203,1589013275,813067,1693251415
106年11月,新北市,其他,598781,1736803917,793028,1784615856
106年12月,新北市,其他,512748,1690946676,743189,1755095153
107年01月,新北市,其他,467546,1514502254,675587,1546322259
107年02月,新北市,其他,426564,1300869995,615481,1389163629
107年03月,新北市,其他,512813,1558128929,734763,1674214362
107年04月,新北市,其他,485162,1414501567,703562,1550804457
107年05月,新北市,其他,533639,1585842164,802339,1793795450
103年01月,新北市,行,476794,479349819,158131,146383765
103年02月,新北市,行,401469,402569396,132153,120719165
103年03月,新北市,行,465364,460031102,157050,143037540
103年04月,新北市,行,458772,448927102,154451,138119819
103年05月,新北市,行,487588,491814219,165410,150471698
103年06月,新北市,行,480355,486540280,162280,151416409
103年07月,新北市,行,507373,508883060,169682,160337808
103年08月,新北市,行,513777,503445207,172169,153769667
103年09月,新北市,行,499488,473459009,167790,146854375
103年10月,新北市,行,512864,466560643,172719,143361473
103年11月,新北市,行,484056,422392341,163436,131562777
103年12月,新北市,行,504307,426930299,167643,135604955
104年01月,新北市,行,481898,367679836,158401,117606617
104年02月,新北市,行,437210,333378543,139928,102186621
104年03月,新北市,行,490617,385213582,162724,119264369
104年04月,新北市,行,466115,364177503,151906,110748304
104年05月,新北市,行,482637,395713761,161455,122735389
104年06月,新北市,行,493219,406519823,165203,125957972
104年07月,新北市,行,510793,421307563,167411,138392877
104年08月,新北市,行,494435,387694092,161463,123408556
104年09月,新北市,行,487716,369914624,159946,116263237
104年10月,新北市,行,504580,388762376,166516,124393162
104年11月,新北市,行,492222,369042560,161180,119659882
104年12月,新北市,行,524525,400206830,174051,135689467
105年01月,新北市,行,1035162,805505841,385919,314300827
105年02月,新北市,行,866361,653005949,313854,250932508
105年03月,新北市,行,990706,788945957,371211,297728981
105年04月,新北市,行,964804,767099886,358043,277232094
105年05月,新北市,行,1023792,848476888,386082,306294951
105年06月,新北市,行,1047525,902147588,394207,337577865
105年07月,新北市,行,1039860,884538420,389847,331121462
105年08月,新北市,行,1155984,918089546,426421,330555558
105年09月,新北市,行,1022400,829951026,376773,296996053
105年10月,新北市,行,1108323,925153882,411253,341461382
105年11月,新北市,行,1021490,858715547,383553,318843693
105年12月,新北市,行,1071065,957587352,405693,353366590
106年01月,新北市,行,923015,853503731,353131,339747739
106年02月,新北市,行,810666,729334246,313306,310785377
106年03月,新北市,行,972632,867293000,377920,348109989
106年04月,新北市,行,1008783,863327334,387628,326545360
106年05月,新北市,行,971219,820933322,380003,320567770
106年06月,新北市,行,833444,752760438,329249,302204960
106年07月,新北市,行,893859,785555549,354088,321882652
106年08月,新北市,行,904025,802372383,362978,325766679
106年09月,新北市,行,872829,780349156,351191,313205328
106年10月,新北市,行,887323,819459363,357415,332693030
106年11月,新北市,行,881544,836894725,360320,346237675
106年12月,新北市,行,937733,899452493,387006,375219793
107年01月,新北市,行,840625,836678552,343782,365846858
107年02月,新北市,行,779468,761059298,311835,317323045
107年03月,新北市,行,930154,865228453,381450,363581298
107年04月,新北市,行,963711,892956120,385292,353958167
107年05月,新北市,行,1089667,1027021172,435679,397223025
103年01月,台中市,衣,35003,100168678,111125,345490112
103年02月,台中市,衣,18638,52712087,67243,195527193
103年03月,台中市,衣,20100,54061303,77014,221756190
103年04月,台中市,衣,20399,53785920,78552,227151992
103年05月,台中市,衣,23431,59670417,83837,238515090
103年06月,台中市,衣,20729,53801663,77786,218715841
103年07月,台中市,衣,23001,55662243,86755,225754939
103年08月,台中市,衣,24376,58727811,86727,219711826
103年09月,台中市,衣,19423,52305880,77418,219862660
103年10月,台中市,衣,22832,62551924,82615,235759135
103年11月,台中市,衣,21091,59463312,77898,239455841
103年12月,台中市,衣,26655,73251851,96947,292905786
104年01月,台中市,衣,27334,75016199,93002,285423375
104年02月,台中市,衣,32487,89496379,98208,287015735
104年03月,台中市,衣,20082,54048405,78060,220860720
104年04月,台中市,衣,21577,56935063,79556,227369467
104年05月,台中市,衣,19682,55708619,77972,232341232
104年06月,台中市,衣,17835,49003212,72443,212629650
104年07月,台中市,衣,20929,55883369,81314,231004120
104年08月,台中市,衣,19177,53235774,71458,199967226
104年09月,台中市,衣,22088,59100107,84453,234300995
104年10月,台中市,衣,26686,72692614,93209,261561204
104年11月,台中市,衣,26958,72266115,92957,257182539
104年12月,台中市,衣,31601,82444375,108024,307952386
105年01月,台中市,衣,76306,198032263,232245,655556207
105年02月,台中市,衣,68066,177294257,194420,526267649
105年03月,台中市,衣,42647,108623358,148143,398549082
105年04月,台中市,衣,58702,133585591,193951,494681134
105年05月,台中市,衣,57646,130613100,193469,488593582
105年06月,台中市,衣,60460,135196992,198330,488947649
105年07月,台中市,衣,63994,139203694,205253,483866827
105年08月,台中市,衣,53140,118601615,175321,415502892
105年09月,台中市,衣,46499,109085425,149506,382525918
105年10月,台中市,衣,53887,131553604,165863,445722276
105年11月,台中市,衣,53036,141628689,166647,478492143
105年12月,台中市,衣,75466,192948515,213489,595448999
106年01月,台中市,衣,80712,209545778,225000,635594418
106年02月,台中市,衣,50464,129759937,149386,398972066
106年03月,台中市,衣,45227,109966166,155018,410898060
106年04月,台中市,衣,56419,131638528,176746,453442435
106年05月,台中市,衣,61772,139598944,193630,491817485
106年06月,台中市,衣,52596,116305955,165049,407524081
106年07月,台中市,衣,61498,134294212,192102,463538186
106年08月,台中市,衣,54258,118396438,176513,418242670
106年09月,台中市,衣,48869,116828688,155516,399623662
106年10月,台中市,衣,60759,146035475,186616,490126554
106年11月,台中市,衣,55789,144246868,175012,493759785
106年12月,台中市,衣,79664,201910424,230473,636997669
107年01月,台中市,衣,57449,150813649,176563,510220597
107年02月,台中市,衣,70209,183779978,200889,560227989
107年03月,台中市,衣,47181,122286343,160802,439400462
107年04月,台中市,衣,57986,139245618,183401,481270032
107年05月,台中市,衣,59496,137664399,199086,521492899
103年01月,台中市,百貨,149619,649575550,464250,1740141738
103年02月,台中市,百貨,113643,471581910,353541,1236470838
103年03月,台中市,百貨,106932,507832418,374224,1677744356
103年04月,台中市,百貨,120503,528692805,421945,1613215219
103年05月,台中市,百貨,117555,458430082,372041,1246153257
103年06月,台中市,百貨,117416,451499486,371640,1286312164
103年07月,台中市,百貨,122754,427463164,409599,1248570350
103年08月,台中市,百貨,128010,455773412,418885,1282977376
103年09月,台中市,百貨,130162,703957387,475749,2484884923
103年10月,台中市,百貨,179823,857757968,627877,2560867370
103年11月,台中市,百貨,112894,408196664,356293,1145567297
103年12月,台中市,百貨,143105,568936081,448973,1562235782
104年01月,台中市,百貨,131963,568052129,406109,1523125047
104年02月,台中市,百貨,154102,658372897,457183,1643791951
104年03月,台中市,百貨,108728,521860550,386063,1757623169
104年04月,台中市,百貨,126591,571303682,431050,1672856080
104年05月,台中市,百貨,124723,505613636,390997,1333351056
104年06月,台中市,百貨,107522,420553627,347275,1210246312
104年07月,台中市,百貨,104799,381820782,363008,1154407221
104年08月,台中市,百貨,109859,396075967,359590,1098057555
104年09月,台中市,百貨,120811,667329372,431798,2271121905
104年10月,台中市,百貨,154614,771713512,538411,2306127224
104年11月,台中市,百貨,96162,359991179,304614,1004773173
104年12月,台中市,百貨,125476,484289988,405596,1372642493
105年01月,台中市,百貨,200125,738039114,584550,1923933729
105年02月,台中市,百貨,199111,716038110,554932,1736108731
105年03月,台中市,百貨,140669,561203597,469568,1915078296
105年04月,台中市,百貨,166062,586733214,521704,1708115289
105年05月,台中市,百貨,163803,534917333,489440,1451425871
105年06月,台中市,百貨,174540,546542584,507611,1477868239
105年07月,台中市,百貨,181168,570123587,547092,1551351858
105年08月,台中市,百貨,150100,425233679,458502,1166493779
105年09月,台中市,百貨,183061,822614735,603057,2799101214
105年10月,台中市,百貨,219293,845232517,667166,2364465376
105年11月,台中市,百貨,153959,466860510,445720,1280284509
105年12月,台中市,百貨,209638,669480653,599297,1763370064
106年01月,台中市,百貨,255109,867137226,666751,2119904167
106年02月,台中市,百貨,190009,595223201,510829,1487063512
106年03月,台中市,百貨,166387,590063208,520352,1924711724
106年04月,台中市,百貨,205477,732397312,602012,2037702505
106年05月,台中市,百貨,194423,616484165,551041,1601045716
106年06月,台中市,百貨,169914,484344369,482698,1313183637
106年07月,台中市,百貨,212217,615751279,601675,1622912487
106年08月,台中市,百貨,196744,515876018,573957,1384675984
106年09月,台中市,百貨,205853,843495805,644702,2798184292
106年10月,台中市,百貨,267021,1046126758,774593,2836590166
106年11月,台中市,百貨,181326,526803909,491602,1356330426
106年12月,台中市,百貨,242219,741668034,654852,1851925089
107年01月,台中市,百貨,190306,648323701,505608,1627208040
107年02月,台中市,百貨,247096,825264422,635042,1914807419
107年03月,台中市,百貨,174948,625710736,539377,2078954531
107年04月,台中市,百貨,213828,745119696,600412,2034894787
107年05月,台中市,百貨,201817,645775851,570580,1690997265
103年01月,台中市,文教康樂,79102,425475412,118443,618311351
103年02月,台中市,文教康樂,74410,356404683,105564,465401167
103年03月,台中市,文教康樂,77028,430324664,112469,563706237
103年04月,台中市,文教康樂,75710,428876816,107447,581961161
103年05月,台中市,文教康樂,79849,473377024,112846,628415116
103年06月,台中市,文教康樂,81714,479896657,113605,626021122
103年07月,台中市,文教康樂,89131,497022418,125152,638681081
103年08月,台中市,文教康樂,86307,476052853,125444,614376513
103年09月,台中市,文教康樂,72406,418251736,108499,565875411
103年10月,台中市,文教康樂,76664,452249139,113428,615526352
103年11月,台中市,文教康樂,74653,412625543,108771,554046664
103年12月,台中市,文教康樂,77721,430371036,114681,579618549
104年01月,台中市,文教康樂,80130,424514345,118208,592506007
104年02月,台中市,文教康樂,77829,389237146,115722,547487655
104年03月,台中市,文教康樂,77366,453653680,110723,606798868
104年04月,台中市,文教康樂,79611,481514581,114475,659738314
104年05月,台中市,文教康樂,79096,494994925,114529,648956513
104年06月,台中市,文教康樂,80769,489559080,115450,641063318
104年07月,台中市,文教康樂,86875,515636864,126606,681626305
104年08月,台中市,文教康樂,83742,448005782,124334,584709722
104年09月,台中市,文教康樂,79740,404067778,118022,584165538
104年10月,台中市,文教康樂,84607,488344518,123991,635083426
104年11月,台中市,文教康樂,81677,448924405,117516,574631439
104年12月,台中市,文教康樂,88967,455989359,132548,649901343
105年01月,台中市,文教康樂,175046,1058744125,251926,1432861982
105年02月,台中市,文教康樂,177102,977817405,245448,1265122339
105年03月,台中市,文教康樂,157366,924519097,218127,1182768109
105年04月,台中市,文教康樂,162515,908489430,221391,1177063945
105年05月,台中市,文教康樂,163874,982190984,224193,1271010258
105年06月,台中市,文教康樂,177307,1097674294,237552,1330041165
105年07月,台中市,文教康樂,180768,1028064610,248577,1327818359
105年08月,台中市,文教康樂,175727,1037225962,243016,1331995922
105年09月,台中市,文教康樂,159963,897271580,219193,1173860158
105年10月,台中市,文教康樂,198785,938157930,257462,1243428445
105年11月,台中市,文教康樂,207154,978739329,263919,1213515231
105年12月,台中市,文教康樂,212269,933792440,274892,1207308184
106年01月,台中市,文教康樂,214282,1082788301,281489,1386835508
106年02月,台中市,文教康樂,210937,1129493194,274168,1446826534
106年03月,台中市,文教康樂,215421,1124826992,272057,1389526951
106年04月,台中市,文教康樂,230510,1021730069,289150,1302501764
106年05月,台中市,文教康樂,209603,1106463214,263936,1412455284
106年06月,台中市,文教康樂,206431,1080274548,251929,1375224129
106年07月,台中市,文教康樂,221656,1119431765,272668,1396648452
106年08月,台中市,文教康樂,218711,1258762306,274418,1560590508
106年09月,台中市,文教康樂,204334,1095746628,253228,1432395311
106年10月,台中市,文教康樂,217933,1027427521,265180,1317833881
106年11月,台中市,文教康樂,206547,1006600345,255818,1285981087
106年12月,台中市,文教康樂,214486,927809760,273569,1236162262
107年01月,台中市,文教康樂,202858,1043204141,264692,1376945209
107年02月,台中市,文教康樂,210777,1181757703,267541,1537770596
107年03月,台中市,文教康樂,213919,1194685138,263560,1547386195
107年04月,台中市,文教康樂,227458,1041945687,268964,1359853265
107年05月,台中市,文教康樂,212420,1184238607,263879,1552378925
103年01月,台中市,食,341854,914858245,502244,980686841
103年02月,台中市,食,279979,486971410,397618,592470272
103年03月,台中市,食,308853,552402439,459180,670172260
103年04月,台中市,食,292640,513226161,437646,636011579
103年05月,台中市,食,328806,583891171,479289,747251184
103年06月,台中市,食,322961,562102739,469302,696715306
103年07月,台中市,食,344274,604463546,519593,778479267
103年08月,台中市,食,369719,682591941,558723,892072703
103年09月,台中市,食,326868,560055650,492323,745069105
103年10月,台中市,食,322525,541100953,483586,690959235
103年11月,台中市,食,316674,548909091,465009,716560430
103年12月,台中市,食,340867,621708383,506084,812960479
104年01月,台中市,食,339607,651882852,494517,871739026
104年02月,台中市,食,344033,714570432,487818,903852741
104年03月,台中市,食,302964,561512007,444513,704622233
104年04月,台中市,食,314382,552481342,458176,715808042
104年05月,台中市,食,358099,646232446,509121,820032710
104年06月,台中市,食,342239,580017818,493893,753548567
104年07月,台中市,食,353981,596493401,529110,808707515
104年08月,台中市,食,399870,713093553,597635,970771261
104年09月,台中市,食,361760,677851363,534004,909870337
104年10月,台中市,食,352721,611462319,507936,760839065
104年11月,台中市,食,340746,634913669,492423,808896550
104年12月,台中市,食,373435,702819370,532039,894066580
105年01月,台中市,食,766445,1520842253,1000856,1774486688
105年02月,台中市,食,713587,1350299386,900792,1523928360
105年03月,台中市,食,644103,1110936977,853592,1292836319
105年04月,台中市,食,663960,1115642706,867406,1297243938
105年05月,台中市,食,707852,1221942024,910917,1379282694
105年06月,台中市,食,745930,1240555503,962286,1415292873
105年07月,台中市,食,789393,1299392615,1040080,1528031103
105年08月,台中市,食,734814,1364237240,996613,1581302626
105年09月,台中市,食,724745,1228120452,941313,1398772576
105年10月,台中市,食,744785,1222054828,965966,1359035587
105年11月,台中市,食,643140,1051127759,814555,1037686990
105年12月,台中市,食,696327,1149806482,881055,1153327887
106年01月,台中市,食,755933,1478705943,946236,1493934521
106年02月,台中市,食,640125,1062304322,793927,1085583620
106年03月,台中市,食,652910,1063118623,846595,1159085875
106年04月,台中市,食,696789,1137855725,884715,1213325466
106年05月,台中市,食,714112,1208164596,899741,1280744526
106年06月,台中市,食,679708,1086492542,881550,1180722718
106年07月,台中市,食,772136,1209989634,1002560,1329656088
106年08月,台中市,食,770655,1306492130,1026423,1467245499
106年09月,台中市,食,714197,1182884639,935403,1343249844
106年10月,台中市,食,754632,1209535475,964787,1337172164
106年11月,台中市,食,677490,1142496987,889040,1286748755
106年12月,台中市,食,752449,1283733740,969273,1436397616
107年01月,台中市,食,666392,1186932789,865684,1317368791
107年02月,台中市,食,772218,1405248213,983732,1581230681
107年03月,台中市,食,706640,1123959781,917393,1258694264
107年04月,台中市,食,820512,1269229103,1028796,1475168919
107年05月,台中市,食,924908,1508017419,1148274,1773997823
103年01月,台中市,住,62244,367093504,52994,355563139
103年02月,台中市,住,48138,238957523,40784,229736370
103年03月,台中市,住,48481,246874902,39028,236084939
103年04月,台中市,住,51454,300291470,41877,283523957
103年05月,台中市,住,49343,265649474,40503,259400829
103年06月,台中市,住,49913,281487272,42117,286655220
103年07月,台中市,住,57602,350114099,49630,347432536
103年08月,台中市,住,54602,289172281,47304,282907576
103年09月,台中市,住,48285,257800432,41013,249398481
103年10月,台中市,住,49046,249720886,42067,249998175
103年11月,台中市,住,55923,300855158,48703,296900885
103年12月,台中市,住,53644,289301589,45030,278432531
104年01月,台中市,住,56582,342186523,46088,310046341
104年02月,台中市,住,51349,285557061,43944,272679646
104年03月,台中市,住,45700,239172027,37520,225974616
104年04月,台中市,住,50640,303466264,42828,298856060
104年05月,台中市,住,48035,266148947,40611,255324960
104年06月,台中市,住,50533,302153982,44565,305846066
104年07月,台中市,住,55336,312777744,48948,310142272
104年08月,台中市,住,56031,278247454,50121,274960827
104年09月,台中市,住,63335,298350432,61439,292247449
104年10月,台中市,住,65310,312996526,60457,303353778
104年11月,台中市,住,71535,379607653,68055,379220451
104年12月,台中市,住,74638,390961233,69236,375367096
105年01月,台中市,住,161519,737037334,140021,723863146
105年02月,台中市,住,148252,643668364,129303,610759521
105年03月,台中市,住,127047,488456491,103132,446980857
105年04月,台中市,住,129141,556836370,107256,522402710
105年05月,台中市,住,126708,537392055,104953,504703736
105年06月,台中市,住,139798,599271836,115183,561989175
105年07月,台中市,住,145640,615088833,126731,600761333
105年08月,台中市,住,138845,560329833,123370,554969957
105年09月,台中市,住,126399,501267297,108512,487259759
105年10月,台中市,住,141910,562982798,118648,544501906
105年11月,台中市,住,146975,654530417,124995,622461665
105年12月,台中市,住,149742,655725374,128818,631565347
106年01月,台中市,住,151886,702444912,133505,690405432
106年02月,台中市,住,139441,548488987,121446,524304560
106年03月,台中市,住,131461,528548825,107807,483069725
106年04月,台中市,住,141418,636251187,117163,593642991
106年05月,台中市,住,135214,566617983,112294,534102921
106年06月,台中市,住,129392,549156033,108445,529500336
106年07月,台中市,住,152619,667792434,134706,670739343
106年08月,台中市,住,153917,642361428,139309,635206907
106年09月,台中市,住,135892,563083232,116378,545011130
106年10月,台中市,住,149163,639362163,127635,616821892
106年11月,台中市,住,152296,691376263,129391,652683300
106年12月,台中市,住,162165,711784972,138022,678653369
107年01月,台中市,住,146587,649857956,125145,648727932
107年02月,台中市,住,150500,656392054,135937,669478472
107年03月,台中市,住,144362,574352322,121710,550325956
107年04月,台中市,住,149199,668098626,128810,663087241
107年05月,台中市,住,143990,626361868,121646,640092016
103年01月,台中市,其他,171488,830951948,206783,943319025
103年02月,台中市,其他,143270,625818677,172590,730389887
103年03月,台中市,其他,158173,745545438,191527,867835654
103年04月,台中市,其他,152471,706234163,186860,804495370
103年05月,台中市,其他,160689,742278639,197298,858023421
103年06月,台中市,其他,160564,712906655,195534,821138484
103年07月,台中市,其他,184316,811863565,229996,948453142
103年08月,台中市,其他,162274,728195843,197649,849806149
103年09月,台中市,其他,164645,757166901,195315,856826737
103年10月,台中市,其他,170722,803328266,201260,911549995
103年11月,台中市,其他,165941,806840594,193217,898895643
103年12月,台中市,其他,183999,936906552,212135,1039689186
104年01月,台中市,其他,177859,844258196,200110,910707378
104年02月,台中市,其他,144312,698946139,166552,763878900
104年03月,台中市,其他,188203,803443359,209555,884260663
104年04月,台中市,其他,169693,745963698,193624,823997126
104年05月,台中市,其他,170888,777399405,195508,857560256
104年06月,台中市,其他,180282,800500065,203167,869426169
104年07月,台中市,其他,207970,907223681,245761,1027576577
104年08月,台中市,其他,183009,800662944,212337,902151825
104年09月,台中市,其他,176286,761904898,201452,833870186
104年10月,台中市,其他,190596,925554341,217647,1022409803
